Academic Year,County Code,District Code,School Code,County Name,District Name,School Name
2021-2022,19,64733,0119685,Los Angeles,Los Angeles Unified,New Open World Academy K-12
2021-2022,19,64733,0111484,Los Angeles,Los Angeles Unified,New Village Girls Academy
2021-2022,19,64733,6018311,Los Angeles,Los Angeles Unified,Newcastle Elementary
2021-2022,19,64733,6018337,Los Angeles,Los Angeles Unified,Ninety-Fifth Street Elementary
2021-2022,19,64733,6018345,Los Angeles,Los Angeles Unified,Ninety-Ninth Street Elementary
2021-2022,19,64733,6018352,Los Angeles,Los Angeles Unified,Ninety-Second Street Elementary
2021-2022,19,64733,6018378,Los Angeles,Los Angeles Unified,Ninety-Sixth Street Elementary
2021-2022,19,64733,6018386,Los Angeles,Los Angeles Unified,Ninety-Third Street Elementary
2021-2022,19,64733,6104814,Los Angeles,Los Angeles Unified,Ninth Street Elementary
2021-2022,19,64733,6018394,Los Angeles,Los Angeles Unified,Noble Avenue Elementary
2021-2022,19,64733,0000001,Los Angeles,Los Angeles Unified,"Nonpublic, Nonsectarian Schools"
2021-2022,19,64733,6018402,Los Angeles,Los Angeles Unified,Nora Sterry Elementary
2021-2022,19,64733,6018410,Los Angeles,Los Angeles Unified,Normandie Avenue Elementary
2021-2022,19,64733,6018428,Los Angeles,Los Angeles Unified,Normont Elementary
2021-2022,19,64733,1936350,Los Angeles,Los Angeles Unified,North Hollywood Senior High
2021-2022,19,64733,0107003,Los Angeles,Los Angeles Unified,Northridge Academy High
2021-2022,19,64733,6058200,Los Angeles,Los Angeles Unified,Northridge Middle
2021-2022,19,64733,6018436,Los Angeles,Los Angeles Unified,Norwood Street Elementary
2021-2022,19,64733,6110274,Los Angeles,Los Angeles Unified,Nueva Vista Elementary
2021-2022,19,64733,0102335,Los Angeles,Los Angeles Unified,Ocean Charter
2021-2022,19,64733,1931997,Los Angeles,Los Angeles Unified,Odyssey Continuation
2021-2022,19,64733,6061550,Los Angeles,Los Angeles Unified,Olive Vista Middle
2021-2022,19,64733,6058069,Los Angeles,Los Angeles Unified,Oliver Wendell Holmes Middle
2021-2022,19,64733,0109181,Los Angeles,Los Angeles Unified,Olympic Primary Center
2021-2022,19,64733,6018444,Los Angeles,Los Angeles Unified,O'Melveny Elementary
2021-2022,19,64733,6018469,Los Angeles,Los Angeles Unified,One Hundred Eighteenth Street
2021-2022,19,64733,6018477,Los Angeles,Los Angeles Unified,One Hundred Eighty-Sixth Street Elementary
2021-2022,19,64733,6018493,Los Angeles,Los Angeles Unified,One Hundred Fifty-Sixth Street Elementary
2021-2022,19,64733,6018501,Los Angeles,Los Angeles Unified,One Hundred Fifty-Third Street
2021-2022,19,64733,6018519,Los Angeles,Los Angeles Unified,One Hundred Ninth Street Elementary
2021-2022,19,64733,6018535,Los Angeles,Los Angeles Unified,One Hundred Seventh Street Elementary
2021-2022,19,64733,6018543,Los Angeles,Los Angeles Unified,One Hundred Sixteenth Street Elementary
2021-2022,19,64733,6018550,Los Angeles,Los Angeles Unified,One Hundred Thirty-Fifth Street Elementary
2021-2022,19,64733,6018568,Los Angeles,Los Angeles Unified,One Hundred Twelfth Street Elementary
2021-2022,19,64733,6018576,Los Angeles,Los Angeles Unified,One Hundred Twenty-Second Street Elementary
2021-2022,19,64733,6097927,Los Angeles,Los Angeles Unified,Open Charter Magnet
2021-2022,19,64733,0122390,Los Angeles,Los Angeles Unified,Orchard Academies 2B
2021-2022,19,64733,0122408,Los Angeles,Los Angeles Unified,Orchard Academies 2C
2021-2022,19,64733,0106997,Los Angeles,Los Angeles Unified,Orthopaedic Hospital
2021-2022,19,64733,6058382,Los Angeles,Los Angeles Unified,Orville Wright Engineering and Design Magnet
2021-2022,19,64733,0101675,Los Angeles,Los Angeles Unified,Oscar De La Hoya Animo Charter High
2021-2022,19,64733,6018592,Los Angeles,Los Angeles Unified,Osceola Street Elementary
2021-2022,19,64733,0109934,Los Angeles,Los Angeles Unified,Our Community Charter
2021-2022,19,64733,6018618,Los Angeles,Los Angeles Unified,Overland Avenue Elementary
2021-2022,19,64733,1931500,Los Angeles,Los Angeles Unified,Owensmouth Continuation
2021-2022,19,64733,6018626,Los Angeles,Los Angeles Unified,Oxnard Street Elementary
2021-2022,19,64733,0109322,Los Angeles,Los Angeles Unified,Pacific Boulevard
2021-2022,19,64733,6018642,Los Angeles,Los Angeles Unified,Pacoima Charter Elementary
2021-2022,19,64733,6058218,Los Angeles,Los Angeles Unified,Pacoima Middle
2021-2022,19,64733,6018634,Los Angeles,Los Angeles Unified,Palisades Charter Elementary
2021-2022,19,64733,1995836,Los Angeles,Los Angeles Unified,Palisades Charter High
2021-2022,19,64733,6018659,Los Angeles,Los Angeles Unified,Palms Elementary
2021-2022,19,64733,6058226,Los Angeles,Los Angeles Unified,Palms Middle
2021-2022,19,64733,0109389,Los Angeles,Los Angeles Unified,Panorama City Elementary
2021-2022,19,64733,0112052,Los Angeles,Los Angeles Unified,Panorama High
2021-2022,19,64733,0122630,Los Angeles,Los Angeles Unified,Para Los Niños - Evelyn Thurman Gratts Primary
2021-2022,19,64733,6120489,Los Angeles,Los Angeles Unified,Para Los Niños Charter
2021-2022,19,64733,0117846,Los Angeles,Los Angeles Unified,Para Los Niños Middle
2021-2022,19,64733,6018667,Los Angeles,Los Angeles Unified,Park Avenue Elementary
2021-2022,19,64733,6018675,Los Angeles,Los Angeles Unified,Park Western Place Elementary
2021-2022,19,64733,6018683,Los Angeles,Los Angeles Unified,Parmelee Avenue Elementary
2021-2022,19,64733,6018691,Los Angeles,Los Angeles Unified,Parthenia Academy of Arts and Technology
2021-2022,19,64733,6018709,Los Angeles,Los Angeles Unified,Paseo del Rey Fundamental
2021-2022,19,64733,6061485,Los Angeles,Los Angeles Unified,Patrick Henry Middle
2021-2022,19,64733,6058267,Los Angeles,Los Angeles Unified,Paul Revere Charter Middle
2021-2022,19,64733,0124511,Los Angeles,Los Angeles Unified,Performing Arts Community at Diego Rivera Learning Complex
2021-2022,19,64733,1930650,Los Angeles,Los Angeles Unified,Phineas Banning Senior High
2021-2022,19,64733,1930783,Los Angeles,Los Angeles Unified,Phoenix Continuation
2021-2022,19,64733,6018717,Los Angeles,Los Angeles Unified,Pinewood Avenue Elementary
2021-2022,19,64733,6107064,Los Angeles,Los Angeles Unified,Pio Pico Middle
2021-2022,19,64733,6018725,Los Angeles,Los Angeles Unified,Plainview Academic Charter Academy
2021-2022,19,64733,6018741,Los Angeles,Los Angeles Unified,Playa del Rey Elementary
2021-2022,19,64733,0126383,Los Angeles,Los Angeles Unified,Playa Vista Elementary
2021-2022,19,64733,6018758,Los Angeles,Los Angeles Unified,Plummer Elementary
2021-2022,19,64733,6018766,Los Angeles,Los Angeles Unified,Point Fermin Elementary
2021-2022,19,64733,6018774,Los Angeles,Los Angeles Unified,Pomelo Community Charter
2021-2022,19,64733,0107755,Los Angeles,Los Angeles Unified,Port of Los Angeles High
2021-2022,19,64733,0126607,Los Angeles,Los Angeles Unified,Porter Ranch Community
2021-2022,19,64733,0127936,Los Angeles,Los Angeles Unified,PREPA TEC - Los Angeles
2021-2022,19,64733,6018790,Los Angeles,Los Angeles Unified,President Avenue Elementary
2021-2022,19,64733,6116842,Los Angeles,Los Angeles Unified,Primary Academy for Success
2021-2022,19,64733,0124487,Los Angeles,Los Angeles Unified,Public Service Community at Diego Rivera Learning Complex
2021-2022,19,64733,0133298,Los Angeles,Los Angeles Unified,PUC CALS Middle School and Early College High
2021-2022,19,64733,0129619,Los Angeles,Los Angeles Unified,PUC Community Charter Elementary
2021-2022,19,64733,6116750,Los Angeles,Los Angeles Unified,PUC Community Charter Middle and PUC Community Charter Early College High
2021-2022,19,64733,0124933,Los Angeles,Los Angeles Unified,PUC Early College Academy for Leaders and Scholars (ECALS)
2021-2022,19,64733,0112201,Los Angeles,Los Angeles Unified,PUC Excel Charter Academy
2021-2022,19,64733,0129593,Los Angeles,Los Angeles Unified,PUC Inspire Charter Academy
2021-2022,19,64733,0102442,Los Angeles,Los Angeles Unified,PUC Lakeview Charter Academy
2021-2022,19,64733,0122606,Los Angeles,Los Angeles Unified,PUC Lakeview Charter High
2021-2022,19,64733,0102426,Los Angeles,Los Angeles Unified,PUC Milagro Charter
2021-2022,19,64733,0133280,Los Angeles,Los Angeles Unified,PUC Nueva Esperanza Charter Academy
2021-2022,19,64733,0133272,Los Angeles,Los Angeles Unified,PUC Triumph Charter Academy and PUC Triumph Charter High
2021-2022,19,64733,1930577,Los Angeles,Los Angeles Unified,Pueblo de Los Angeles Continuation
2021-2022,19,64733,6120471,Los Angeles,Los Angeles Unified,Puente Charter
2021-2022,19,64733,6018808,Los Angeles,Los Angeles Unified,Purche Avenue Elementary
2021-2022,19,64733,6018816,Los Angeles,Los Angeles Unified,Queen Anne Place Elementary
2021-2022,19,64733,0122127,Los Angeles,Los Angeles Unified,Quincy Jones Elementary
2021-2022,19,64733,0119727,Los Angeles,Los Angeles Unified,Ramon C. Cortines School of Visual and Performing Arts
2021-2022,19,64733,6018824,Los Angeles,Los Angeles Unified,Ramona Elementary
2021-2022,19,64733,1937085,Los Angeles,Los Angeles Unified,Ramona Opportunity High
2021-2022,19,64733,6018832,Los Angeles,Los Angeles Unified,Ranchito Avenue Elementary
2021-2022,19,64733,0124529,Los Angeles,Los Angeles Unified,Rancho Dominguez Preparatory
2021-2022,19,64733,6018840,Los Angeles,Los Angeles Unified,Raymond Avenue Elementary
2021-2022,19,64733,0101683,Los Angeles,Los Angeles Unified,Renaissance Arts Academy
2021-2022,19,64733,1937226,Los Angeles,Los Angeles Unified,Reseda Charter High
2021-2022,19,64733,6018857,Los Angeles,Los Angeles Unified,Reseda Elementary
2021-2022,19,64733,0131870,Los Angeles,Los Angeles Unified,Resolute Academy Charter
2021-2022,19,64733,0109330,Los Angeles,Los Angeles Unified,Ricardo Lizarraga Elementary
2021-2022,19,64733,0102764,Los Angeles,Los Angeles Unified,Richard A. Alonzo Community Day
2021-2022,19,64733,6057905,Los Angeles,Los Angeles Unified,Richard E. Byrd Middle
2021-2022,19,64733,6057954,Los Angeles,Los Angeles Unified,Richard Henry Dana Middle
2021-2022,19,64733,0101618,Los Angeles,Los Angeles Unified,Richard Riordan Primary Center
2021-2022,19,64733,6018873,Los Angeles,Los Angeles Unified,Richland Avenue Elementary
2021-2022,19,64733,6018907,Los Angeles,Los Angeles Unified,Rio Vista Elementary
2021-2022,19,64733,0136994,Los Angeles,Los Angeles Unified,Rise Kohyang Elementary
2021-2022,19,64733,0133868,Los Angeles,Los Angeles Unified,Rise Kohyang High
2021-2022,19,64733,0124222,Los Angeles,Los Angeles Unified,Rise Kohyang Middle
2021-2022,19,64733,6018915,Los Angeles,Los Angeles Unified,Ritter Elementary
2021-2022,19,64733,6018923,Los Angeles,Los Angeles Unified,Riverside Drive Charter
2021-2022,19,64733,6058150,Los Angeles,Los Angeles Unified,Robert A. Millikan Affiliated Charter & Performing Arts Magnet Middle
2021-2022,19,64733,6061576,Los Angeles,Los Angeles Unified,Robert E. Peary Middle
2021-2022,19,64733,6071443,Los Angeles,Los Angeles Unified,Robert F. Kennedy Elementary
2021-2022,19,64733,6058275,Los Angeles,Los Angeles Unified,Robert Frost Middle
2021-2022,19,64733,6058002,Los Angeles,Los Angeles Unified,Robert Fulton College Preparatory
2021-2022,19,64733,1931435,Los Angeles,Los Angeles Unified,Robert H. Lewis Continuation
2021-2022,19,64733,6018931,Los Angeles,Los Angeles Unified,Robert Hill Lane Elementary
2021-2022,19,64733,6058317,Los Angeles,Los Angeles Unified,Robert Louis Stevenson College and Career Preparatory
2021-2022,19,64733,6018949,Los Angeles,Los Angeles Unified,Rockdale Visual & Performing Arts Magnet
2021-2022,19,64733,0109371,Los Angeles,Los Angeles Unified,Rosa Parks Learning Center
2021-2022,19,64733,6018956,Los Angeles,Los Angeles Unified,Roscoe Elementary
2021-2022,19,64733,6018964,Los Angeles,Los Angeles Unified,Roscomare Road Elementary
2021-2022,19,64733,6018972,Los Angeles,Los Angeles Unified,Rosemont Avenue Elementary
2021-2022,19,64733,6018980,Los Angeles,Los Angeles Unified,Rosewood Avenue Elementary
2021-2022,19,64733,6018998,Los Angeles,Los Angeles Unified,Rowan Avenue Elementary
2021-2022,19,64733,0117044,Los Angeles,Los Angeles Unified,Roy Romer Middle
2021-2022,19,64733,6061436,Los Angeles,Los Angeles Unified,Rudecinda Sepulveda Dodson Middle
2021-2022,19,64733,6019004,Los Angeles,Los Angeles Unified,Russell Elementary
2021-2022,19,64733,0119701,Los Angeles,Los Angeles Unified,Sal Castro Middle
2021-2022,19,64733,0126375,Los Angeles,Los Angeles Unified,Sally Ride Elementary: A SMArT Academy
2021-2022,19,64733,6058028,Los Angeles,Los Angeles Unified,Samuel Gompers Middle
2021-2022,19,64733,1930551,Los Angeles,Los Angeles Unified,San Antonio Continuation
2021-2022,19,64733,6112411,Los Angeles,Los Angeles Unified,San Antonio Elementary
2021-2022,19,64733,6019012,Los Angeles,Los Angeles Unified,San Fernando Elementary
2021-2022,19,64733,0125971,Los Angeles,Los Angeles Unified,San Fernando Institute of Applied Media
2021-2022,19,64733,6058283,Los Angeles,Los Angeles Unified,San Fernando Middle
2021-2022,19,64733,1937622,Los Angeles,Los Angeles Unified,San Fernando Senior High
2021-2022,19,64733,6019020,Los Angeles,Los Angeles Unified,San Gabriel Avenue Elementary
2021-2022,19,64733,6019038,Los Angeles,Los Angeles Unified,San Jose Street Elementary
2021-2022,19,64733,6108641,Los Angeles,Los Angeles Unified,San Miguel Elementary
2021-2022,19,64733,6019046,Los Angeles,Los Angeles Unified,San Pascual Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet
2021-2022,19,64733,1937838,Los Angeles,Los Angeles Unified,San Pedro Senior High
2021-2022,19,64733,6019053,Los Angeles,Los Angeles Unified,San Pedro Street Elementary
2021-2022,19,64733,6019079,Los Angeles,Los Angeles Unified,Santa Monica Boulevard Community Charter
2021-2022,19,64733,0109447,Los Angeles,Los Angeles Unified,Santee Education Complex
2021-2022,19,64733,6110951,Los Angeles,Los Angeles Unified,Sara Coughlin Elementary
2021-2022,19,64733,6019087,Los Angeles,Los Angeles Unified,Saticoy Elementary
2021-2022,19,64733,6066286,Los Angeles,Los Angeles Unified,Saturn Street Elementary
2021-2022,19,64733,0139097,Los Angeles,Los Angeles Unified,Scholarship Prep - South Bay
2021-2022,19,64733,0117762,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanities
2021-2022,19,64733,0112029,Los Angeles,Los Angeles Unified,School of Business and Tourism at Contreras Learning Complex
2021-2022,19,64733,0133736,Los Angeles,Los Angeles Unified,Science Academy STEM Magnet
2021-2022,19,64733,0126540,Los Angeles,Los Angeles Unified,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex"
2021-2022,19,64733,6019095,Los Angeles,Los Angeles Unified,Second Street Elementary
2021-2022,19,64733,6019111,Los Angeles,Los Angeles Unified,Serrania Avenue Charter For Enriched Studies
2021-2022,19,64733,6019129,Los Angeles,Los Angeles Unified,Seventh Street Elementary Arts Integration Magnet
2021-2022,19,64733,6019137,Los Angeles,Los Angeles Unified,Seventy-Fifth Street Elementary
2021-2022,19,64733,6019145,Los Angeles,Los Angeles Unified,Seventy-Fourth Street Elementary
2021-2022,19,64733,6019152,Los Angeles,Los Angeles Unified,Sharp Avenue Elementary
2021-2022,19,64733,6019160,Los Angeles,Los Angeles Unified,Shenandoah Street Elementary
2021-2022,19,64733,6019178,Los Angeles,Los Angeles Unified,Sheridan Street Elementary
2021-2022,19,64733,1933233,Los Angeles,Los Angeles Unified,Sherman Oaks Center for Enriched Studies
2021-2022,19,64733,6019186,Los Angeles,Los Angeles Unified,Sherman Oaks Elementary Charter
2021-2022,19,64733,6019194,Los Angeles,Los Angeles Unified,Shirley Avenue Elementary
2021-2022,19,64733,6019202,Los Angeles,Los Angeles Unified,Short Avenue Elementary
2021-2022,19,64733,6019210,Los Angeles,Los Angeles Unified,Sierra Park Elementary
2021-2022,19,64733,6019228,Los Angeles,Los Angeles Unified,Sierra Vista Elementary
2021-2022,19,64733,1930973,Los Angeles,Los Angeles Unified,Simon Rodia Continuation
2021-2022,19,64733,6019236,Los Angeles,Los Angeles Unified,Sixth Avenue Elementary
2021-2022,19,64733,6019251,Los Angeles,Los Angeles Unified,Sixty-First Street Elementary
2021-2022,19,64733,6019269,Los Angeles,Los Angeles Unified,Sixty-Sixth Street Elementary
2021-2022,19,64733,0122366,Los Angeles,Los Angeles Unified,Social Justice Leadership Academy at Esteban E. Torres High No. 5
2021-2022,19,64733,6019277,Los Angeles,Los Angeles Unified,Solano Avenue Elementary
2021-2022,19,64733,6060586,Los Angeles,Los Angeles Unified,Sophia T. Salvin Special Education Center
2021-2022,19,64733,6019285,Los Angeles,Los Angeles Unified,Soto Street Elementary
2021-2022,19,64733,0124412,Los Angeles,Los Angeles Unified,Sotomayor Arts and Sciences Magnet
2021-2022,19,64733,0109454,Los Angeles,Los Angeles Unified,South East High
2021-2022,19,64733,6058309,Los Angeles,Los Angeles Unified,South Gate Middle
2021-2022,19,64733,1938307,Los Angeles,Los Angeles Unified,South Gate Senior High
2021-2022,19,64733,6019293,Los Angeles,Los Angeles Unified,South Park Elementary
2021-2022,19,64733,6019301,Los Angeles,Los Angeles Unified,South Shores/CSUDH Visual and Performing Arts
2021-2022,19,64733,0106989,Los Angeles,Los Angeles Unified,Southeast Middle
2021-2022,19,64733,6019319,Los Angeles,Los Angeles Unified,Stagg Street Elementary
2021-2022,19,64733,6019327,Los Angeles,Los Angeles Unified,Stanford Avenue Elementary
2021-2022,19,64733,0106930,Los Angeles,Los Angeles Unified,Stanford Primary Center
2021-2022,19,64733,0122226,Los Angeles,Los Angeles Unified,Stanley Mosk Elementary
2021-2022,19,64733,6019335,Los Angeles,Los Angeles Unified,State Street Elementary
2021-2022,19,64733,0137604,Los Angeles,Los Angeles Unified,Stella Elementary Charter Academy
